label,mtang1,mtang2,move,posid,direction,speed,motor,angle,xpix,ypix,xytgt,peaks,fwhm
xy12-20230524-153158,0.000000,0.000000,20230524-153259,4852,ccw,cruise,phi,-3.667095,1927.205487,943.275729,1,79338.8706,3.6734
xy12-20230524-153158,0.000000,0.000000,20230524-153313,4852,cw,cruise,phi,96.168158,1917.189850,1042.259604,1,79470.2284,3.6754
xy12-20230524-153158,0.000000,0.000000,20230524-153326,4852,cw,cruise,phi,-1.789998,2027.577047,734.228019,1,77811.1371,3.5022
xy12-20230524-153158,0.000000,0.000000,20230524-153340,4852,ccw,cruise,phi,97.272092,2026.635989,836.392597,1,78234.6549,3.6476
xy12-20230524-153158,0.000000,0.000000,20230524-153354,4852,cw,cruise,phi,-1.902363,2029.945579,941.658124,1,78657.4620,3.5640
xy12-20230524-153158,0.000000,0.000000,20230524-153408,4852,cw,cruise,phi,94.733989,2022.242761,1047.266822,1,78944.4509,3.6128
xy12-20230524-153158,0.000000,0.000000,20230524-153422,4852,cw,cruise,phi,-0.054485,2131.393518,834.487525,1,76263.0895,3.5202
xy12-20230524-153158,0.000000,0.000000,20230524-153436,4852,cw,cruise,phi,-2.479113,2133.500000,941.000000,1,165112.7952,2.5018
xy_12-20230524-161518,0.000000,0.000000,20230524-161527,4852,cw,cruise,phi,0.185745,1825.687501,833.133686,1,80287.4081,3.9444
xy_12-20230524-161518,0.000000,0.000000,20230524-161540,4852,cw,cruise,phi,-2.126617,1824.704026,945.276490,1,80754.3612,3.9644
xy_12-20230524-161518,0.000000,0.000000,20230524-161554,4852,cw,cruise,phi,-1.246397,1923.056196,736.751663,1,79116.8196,3.5728
xy_12-20230524-161518,0.000000,0.000000,20230524-161608,4852,ccw,cruise,phi,95.853147,1923.389360,841.843065,1,79724.4378,3.7862
xy_12-20230524-161518,0.000000,0.000000,20230524-161622,4852,ccw,cruise,phi,-3.704244,1927.294701,943.226839,1,79525.8811,3.6763
xy_12-20230524-161518,0.000000,0.000000,20230524-161636,4852,cw,cruise,phi,96.240804,1917.117496,1042.226227,1,79320.2884,3.6718
xy_12-20230524-161518,0.000000,0.000000,20230524-161650,4852,cw,cruise,phi,-1.780914,2027.432874,734.149546,1,78262.3636,3.5029
xy_12-20230524-161518,0.000000,0.000000,20230524-161704,4852,ccw,cruise,phi,97.355635,2026.543369,836.408147,1,77927.0546,3.6573
xy_12-20230524-161518,0.000000,0.000000,20230524-161718,4852,cw,cruise,phi,-1.847841,2029.837643,941.569784,1,78482.2057,3.5629
xy_12-20230524-161518,0.000000,0.000000,20230524-161732,4852,cw,cruise,phi,94.837503,2022.163252,1047.256397,1,78926.3778,3.6030
xy_12-20230524-161518,0.000000,0.000000,20230524-161746,4852,cw,cruise,phi,0.016409,2133.221994,836.914257,1,78889.7522,3.4495
xy_12-20230524-161518,0.000000,0.000000,20230524-161800,4852,ccw,cruise,phi,-1.360024,2133.309440,943.975123,1,78686.6779,3.4863
xy_60b-20230524-162815,0.000000,0.000000,20230524-162823,4852,ccw,cruise,phi,21.214714,1860.522390,795.903146,1,78804.8693,3.7203
xy_60b-20230524-162815,0.000000,0.000000,20230524-162836,4852,ccw,cruise,phi,19.083502,1855.119568,837.206452,1,79830.9969,3.8067
xy_60b-20230524-162815,0.000000,0.000000,20230524-162850,4852,ccw,cruise,phi,7.463668,1854.481762,872.238969,1,81060.9294,3.9625
xy_60b-20230524-162815,0.000000,0.000000,20230524-162904,4852,ccw,cruise,phi,-2.152386,1854.199641,906.836050,1,79840.5305,3.8392
xy_60b-20230524-162815,0.000000,0.000000,20230524-162918,4852,cw,cruise,phi,5.956596,1858.068297,943.961645,1,79697.0471,3.7706
xy_60b-20230524-162815,0.000000,0.000000,20230524-162932,4852,cw,cruise,phi,18.724132,1858.063615,978.241682,1,79358.8173,3.7422
xy_60b-20230524-162815,0.000000,0.000000,20230524-162946,4852,cw,cruise,phi,-1.794963,1889.831262,770.739317,1,79516.9220,3.6974
xy_60b-20230524-162815,0.000000,0.000000,20230524-163000,4852,ccw,cruise,phi,27.769843,1889.947415,803.220236,1,79718.5052,3.7571
xy_60b-20230524-162815,0.000000,0.000000,20230524-163014,4852,ccw,cruise,phi,16.747588,1889.126516,837.778310,1,79835.2593,3.7602
xy_60b-20230524-162815,0.000000,0.000000,20230524-163028,4852,ccw,cruise,phi,8.219565,1888.867256,872.726627,1,80320.2584,3.8766
xy_60b-20230524-162815,0.000000,0.000000,20230524-163042,4852,ccw,cruise,phi,-2.161133,1888.804501,907.876021,1,80011.7035,3.7687
xy_60b-20230524-162815,0.000000,0.000000,20230524-163056,4852,cw,cruise,phi,6.667109,1892.973022,942.948598,1,80442.1024,3.7061
xy_60b-20230524-162815,0.000000,0.000000,20230524-163110,4852,cw,cruise,phi,17.101621,1892.498787,976.779111,1,79495.3307,3.7443
xy_60b-20230524-162815,0.000000,0.000000,20230524-163124,4852,cw,cruise,phi,28.856336,1891.940840,1011.852873,1,79500.1792,3.6765
xy_60b-20230524-162815,0.000000,0.000000,20230524-163138,4852,ccw,cruise,phi,16.772989,1925.864854,766.340963,1,79107.9092,3.6067
xy_60b-20230524-162815,0.000000,0.000000,20230524-163152,4852,ccw,cruise,phi,27.985929,1924.640270,802.139905,1,79600.0613,3.7581
xy_60b-20230524-162815,0.000000,0.000000,20230524-163206,4852,ccw,cruise,phi,19.713125,1923.495532,837.736291,1,80020.2196,3.7763
xy_60b-20230524-162815,0.000000,0.000000,20230524-163220,4852,ccw,cruise,phi,11.597110,1923.316985,873.746654,1,80234.2635,3.7837
xy_60b-20230524-162815,0.000000,0.000000,20230524-163234,4852,ccw,cruise,phi,-2.253515,1923.864836,908.883390,1,79904.7291,3.7079
xy_60b-20230524-162815,0.000000,0.000000,20230524-163248,4852,cw,cruise,phi,10.195575,1926.811128,941.411913,1,79085.4734,3.6714
xy_60b-20230524-162815,0.000000,0.000000,20230524-163302,4852,cw,cruise,phi,19.406691,1926.053043,975.455717,1,78736.0247,3.6736
xy_60b-20230524-162815,0.000000,0.000000,20230524-163316,4852,cw,cruise,phi,27.325731,1925.834705,1011.035217,1,79382.8382,3.6402
xy_60b-20230524-162815,0.000000,0.000000,20230524-163331,4852,ccw,cruise,phi,5.611052,1962.147207,766.123367,1,79575.2136,3.6210
xy_60b-20230524-162815,0.000000,0.000000,20230524-163344,4852,ccw,cruise,phi,28.587333,1959.809211,801.738793,1,78777.8329,3.5951
xy_60b-20230524-162815,0.000000,0.000000,20230524-163359,4852,ccw,cruise,phi,23.078822,1958.327861,836.815738,1,79920.5378,3.7950
xy_60b-20230524-162815,0.000000,0.000000,20230524-163412,4852,ccw,cruise,phi,19.165553,1956.839690,874.203290,1,80113.6837,3.8588
xy_60b-20230524-162815,0.000000,0.000000,20230524-163426,4852,ccw,cruise,phi,-2.218021,1960.037785,910.487242,1,78848.9526,3.6280
xy_60b-20230524-162815,0.000000,0.000000,20230524-163440,4852,cw,cruise,phi,17.839007,1955.702727,939.045779,1,79081.7596,3.6303
xy_60b-20230524-162815,0.000000,0.000000,20230524-163454,4852,cw,cruise,phi,22.775404,1957.782977,975.039532,1,79120.0153,3.5938
xy_60b-20230524-162815,0.000000,0.000000,20230524-163508,4852,cw,cruise,phi,27.882084,1959.872134,1010.862610,1,79295.0615,3.6202
xy_60b-20230524-162815,0.000000,0.000000,20230524-163522,4852,cw,cruise,phi,-1.933113,1994.538184,769.839724,1,79991.6060,3.7361
xy_60b-20230524-162815,0.000000,0.000000,20230524-163536,4852,ccw,cruise,phi,26.888025,1995.203999,801.997792,1,79439.5460,3.6744
xy_60b-20230524-162815,0.000000,0.000000,20230524-163550,4852,ccw,cruise,phi,22.658310,1994.678852,835.657269,1,79256.8764,3.6762
xy_60b-20230524-162815,0.000000,0.000000,20230524-163604,4852,ccw,cruise,phi,19.185050,1995.026305,869.035258,1,80324.3810,3.7528
xy_60b-20230524-162815,0.000000,0.000000,20230524-163618,4852,ccw,cruise,phi,-1.873978,1997.964205,909.610612,1,78441.4546,3.5584
xy_60b-20230524-162815,0.000000,0.000000,20230524-163632,4852,cw,cruise,phi,17.494257,1988.067810,942.653427,1,78777.0833,3.5750
xy_60b-20230524-162815,0.000000,0.000000,20230524-163647,4852,cw,cruise,phi,23.113823,1991.654767,976.292406,1,78435.4029,3.5982
xy_60b-20230524-162815,0.000000,0.000000,20230524-163700,4852,cw,cruise,phi,27.992943,1993.560846,1011.272666,1,78261.0110,3.6324
xy_60b-20230524-162815,0.000000,0.000000,20230524-163714,4852,cw,cruise,phi,7.812112,2030.079693,769.660666,1,79206.1791,3.5754
xy_60b-20230524-162815,0.000000,0.000000,20230524-163728,4852,ccw,cruise,phi,26.353591,2030.763970,802.214333,1,79187.8886,3.5904
xy_60b-20230524-162815,0.000000,0.000000,20230524-163742,4852,ccw,cruise,phi,19.218076,2031.672986,836.165508,1,79148.8099,3.6001
xy_60b-20230524-162815,0.000000,0.000000,20230524-163756,4852,ccw,cruise,phi,11.770121,2032.541326,871.615896,1,77691.1004,3.6231
xy_60b-20230524-162815,0.000000,0.000000,20230524-163810,4852,ccw,cruise,phi,-2.144778,2032.515305,909.680895,1,77557.8192,3.5916
xy_60b-20230524-162815,0.000000,0.000000,20230524-163825,4852,cw,cruise,phi,10.038832,2028.108852,942.660426,1,78778.0659,3.5560
xy_60b-20230524-162815,0.000000,0.000000,20230524-163839,4852,cw,cruise,phi,19.532989,2031.102118,974.805267,1,79055.7174,3.5521
xy_60b-20230524-162815,0.000000,0.000000,20230524-163852,4852,cw,cruise,phi,27.458544,2029.552847,1011.338795,1,77394.1849,3.6138
xy_60b-20230524-162815,0.000000,0.000000,20230524-163906,4852,cw,cruise,phi,19.260768,2065.590601,769.707050,1,77399.1081,3.5307
xy_60b-20230524-162815,0.000000,0.000000,20230524-163920,4852,ccw,cruise,phi,28.122453,2065.995989,802.904163,1,79552.8612,3.5091
xy_60b-20230524-162815,0.000000,0.000000,20230524-163934,4852,ccw,cruise,phi,16.637740,2067.214352,837.664771,1,78264.5662,3.5573
xy_60b-20230524-162815,0.000000,0.000000,20230524-163946,4852,ccw,cruise,phi,8.213975,2067.800357,873.363331,1,78486.0139,3.5527
xy_60b-20230524-162815,0.000000,0.000000,20230524-164000,4852,ccw,cruise,phi,-2.065114,2067.217451,910.342209,1,78387.2532,3.5475
xy_60b-20230524-162815,0.000000,0.000000,20230524-164013,4852,cw,cruise,phi,6.586151,2063.891629,942.154802,1,79025.1131,3.5221
xy_60b-20230524-162815,0.000000,0.000000,20230524-164026,4852,cw,cruise,phi,17.122958,2063.911998,976.689310,1,79213.1125,3.5495
xy_60b-20230524-162815,0.000000,0.000000,20230524-164039,4852,cw,cruise,phi,28.921221,2065.035814,1011.580377,1,78498.6058,3.5730
xy_60b-20230524-162815,0.000000,0.000000,20230524-164052,4852,cw,cruise,phi,-1.919353,2098.462087,802.540147,1,76416.6424,3.5208
xy_60b-20230524-162815,0.000000,0.000000,20230524-164105,4852,ccw,cruise,phi,18.067059,2101.520142,839.121952,1,78340.0236,3.4910
xy_60b-20230524-162815,0.000000,0.000000,20230524-164119,4852,ccw,cruise,phi,6.860119,2102.210075,874.616930,1,78068.5214,3.5147
xy_60b-20230524-162815,0.000000,0.000000,20230524-164132,4852,ccw,cruise,phi,-2.215248,2101.680324,910.646254,1,77302.2211,3.5480
xy_60b-20230524-162815,0.000000,0.000000,20230524-164146,4852,cw,cruise,phi,5.949828,2099.303618,941.822744,1,78315.7836,3.5127
xy_60b-20230524-162815,0.000000,0.000000,20230524-164200,4852,cw,cruise,phi,18.688354,2102.223966,972.886215,1,78800.6255,3.5077
xy_60-20230524-164258,0.000000,0.000000,20230524-164307,4852,cw,cruise,phi,-0.072007,1859.427235,802.403757,1,79482.0575,3.7806
xy_60-20230524-164258,0.000000,0.000000,20230524-164320,4852,ccw,cruise,phi,16.535003,1855.326543,837.915458,1,79665.2843,3.8499
xy_60-20230524-164258,0.000000,0.000000,20230524-164334,4852,ccw,cruise,phi,6.945647,1854.481109,872.083925,1,80423.6124,3.9552
xy_60-20230524-164258,0.000000,0.000000,20230524-164348,4852,ccw,cruise,phi,-2.128408,1854.179393,906.829526,1,79905.3045,3.8344
xy_60-20230524-164258,0.000000,0.000000,20230524-164402,4852,cw,cruise,phi,5.937449,1858.063636,943.939095,1,79740.6504,3.7602
xy_60-20230524-164258,0.000000,0.000000,20230524-164415,4852,cw,cruise,phi,18.729233,1858.056708,978.253130,1,79255.7067,3.7322
xy_60-20230524-164258,0.000000,0.000000,20230524-164428,4852,cw,cruise,phi,-1.811951,1889.896441,770.679591,1,79161.4622,3.6919
xy_60-20230524-164258,0.000000,0.000000,20230524-164442,4852,ccw,cruise,phi,27.783331,1889.919962,803.232275,1,79663.6028,3.7517
xy_60-20230524-164258,0.000000,0.000000,20230524-164456,4852,ccw,cruise,phi,16.758437,1889.123376,837.793706,1,79825.7591,3.7571
xy_60-20230524-164258,0.000000,0.000000,20230524-164510,4852,ccw,cruise,phi,8.215131,1888.893966,872.695817,1,80222.6984,3.8823
xy_60-20230524-164258,0.000000,0.000000,20230524-164524,4852,ccw,cruise,phi,-2.177068,1888.818797,907.895055,1,79997.3418,3.7607
xy_60-20230524-164258,0.000000,0.000000,20230524-164536,4852,cw,cruise,phi,6.675515,1892.978615,942.917693,1,79870.2359,3.7077
xy_60-20230524-164258,0.000000,0.000000,20230524-164549,4852,cw,cruise,phi,17.118964,1892.505160,976.783579,1,79397.9800,3.7482
xy_60-20230524-164258,0.000000,0.000000,20230524-164602,4852,cw,cruise,phi,28.857630,1891.927337,1011.831725,1,79456.0209,3.6870
xy_60-20230524-164258,0.000000,0.000000,20230524-164616,4852,ccw,cruise,phi,16.760085,1925.848946,766.294566,1,79255.8054,3.5907
xy_60-20230524-164258,0.000000,0.000000,20230524-164630,4852,ccw,cruise,phi,28.040352,1924.652313,802.142959,1,79528.6115,3.7479
xy_60-20230524-164258,0.000000,0.000000,20230524-164643,4852,ccw,cruise,phi,19.705611,1923.523374,837.754142,1,80134.1968,3.7823
xy_60-20230524-164258,0.000000,0.000000,20230524-164656,4852,ccw,cruise,phi,11.572658,1923.305660,873.728309,1,80273.8512,3.7715
xy_60-20230524-164258,0.000000,0.000000,20230524-164709,4852,ccw,cruise,phi,-2.241804,1923.838173,908.885014,1,79545.1103,3.6998
xy_60-20230524-164258,0.000000,0.000000,20230524-164722,4852,cw,cruise,phi,10.177054,1926.871171,941.402378,1,79239.0808,3.6668
xy_60-20230524-164258,0.000000,0.000000,20230524-164735,4852,cw,cruise,phi,19.443578,1926.038302,975.448905,1,78550.4841,3.6648
xy_60-20230524-164258,0.000000,0.000000,20230524-164748,4852,cw,cruise,phi,27.324105,1925.867396,1011.019302,1,79633.2317,3.6408
xy_60-20230524-164258,0.000000,0.000000,20230524-164800,4852,ccw,cruise,phi,5.581868,1962.155737,766.071982,1,79361.5738,3.6094
xy_60-20230524-164258,0.000000,0.000000,20230524-164813,4852,ccw,cruise,phi,28.637381,1959.788194,801.743671,1,78804.1376,3.5945
xy_60-20230524-164258,0.000000,0.000000,20230524-164826,4852,ccw,cruise,phi,23.078394,1958.325466,836.818283,1,79772.2406,3.7743
xy_60-20230524-164258,0.000000,0.000000,20230524-164839,4852,ccw,cruise,phi,19.164430,1956.875239,874.212847,1,80045.4815,3.8542
xy_60-20230524-164258,0.000000,0.000000,20230524-164853,4852,ccw,cruise,phi,-2.241283,1960.079834,910.430565,1,78907.4265,3.6167
xy_60-20230524-164258,0.000000,0.000000,20230524-164906,4852,cw,cruise,phi,17.887231,1955.719230,939.022241,1,79083.0652,3.6168
xy_60-20230524-164258,0.000000,0.000000,20230524-164920,4852,cw,cruise,phi,22.795522,1957.824568,975.054097,1,79261.5186,3.5856
xy_60-20230524-164258,0.000000,0.000000,20230524-164934,4852,cw,cruise,phi,27.878695,1959.873513,1010.863368,1,79355.5474,3.6131
xy_60-20230524-164258,0.000000,0.000000,20230524-164948,4852,cw,cruise,phi,-1.933632,1994.584763,769.775017,1,80182.4010,3.7369
xy_60-20230524-164258,0.000000,0.000000,20230524-165002,4852,ccw,cruise,phi,26.956290,1995.180862,801.980117,1,79451.8160,3.6486
xy_60-20230524-164258,0.000000,0.000000,20230524-165016,4852,ccw,cruise,phi,22.668694,1994.681532,835.678294,1,79221.8528,3.6660
xy_60-20230524-164258,0.000000,0.000000,20230524-165030,4852,ccw,cruise,phi,19.171135,1995.016600,869.022379,1,80401.3320,3.7321
xy_60-20230524-164258,0.000000,0.000000,20230524-165044,4852,ccw,cruise,phi,-1.870977,1997.950946,909.562916,1,78412.1528,3.5601
xy_60-20230524-164258,0.000000,0.000000,20230524-165058,4852,cw,cruise,phi,17.523344,1988.048744,942.621419,1,78631.7151,3.5642
xy_60-20230524-164258,0.000000,0.000000,20230524-165112,4852,cw,cruise,phi,23.138677,1991.579226,976.266084,1,78381.6492,3.6094
xy_60-20230524-164258,0.000000,0.000000,20230524-165126,4852,cw,cruise,phi,28.022468,1993.504554,1011.282947,1,78254.9398,3.6259
xy_60-20230524-164258,0.000000,0.000000,20230524-165140,4852,cw,cruise,phi,7.809156,2030.048154,769.530439,1,78637.0252,3.5803
xy_60-20230524-164258,0.000000,0.000000,20230524-165154,4852,ccw,cruise,phi,26.468469,2030.690313,802.237495,1,79138.5678,3.6046
xy_60-20230524-164258,0.000000,0.000000,20230524-165208,4852,ccw,cruise,phi,19.169384,2031.723263,836.190973,1,79343.6041,3.6170
xy_60-20230524-164258,0.000000,0.000000,20230524-165223,4852,ccw,cruise,phi,11.782843,2032.510495,871.577277,1,77579.3048,3.6180
xy_60-20230524-164258,0.000000,0.000000,20230524-165236,4852,ccw,cruise,phi,-2.156238,2032.467725,909.624472,1,77360.6037,3.6009
xy_60-20230524-164258,0.000000,0.000000,20230524-165250,4852,cw,cruise,phi,10.084195,2028.029331,942.624343,1,78625.6245,3.5620
xy_60-20230524-164258,0.000000,0.000000,20230524-165304,4852,cw,cruise,phi,19.593401,2030.941985,974.936844,1,79323.8945,3.5404
xy_60-20230524-164258,0.000000,0.000000,20230524-165319,4852,cw,cruise,phi,27.437060,2029.612088,1011.301783,1,77719.2156,3.6013
xy_60-20230524-164258,0.000000,0.000000,20230524-165332,4852,cw,cruise,phi,19.272101,2065.766782,769.663476,1,78246.2533,3.5105
xy_60-20230524-164258,0.000000,0.000000,20230524-165346,4852,ccw,cruise,phi,28.318482,2065.899278,802.878886,1,79029.7133,3.5092
xy_60-20230524-164258,0.000000,0.000000,20230524-165400,4852,ccw,cruise,phi,16.588047,2067.212221,837.730207,1,78740.7519,3.5526
xy_60-20230524-164258,0.000000,0.000000,20230524-165414,4852,ccw,cruise,phi,8.183780,2067.778507,873.244527,1,78815.1245,3.5446
xy_60-20230524-164258,0.000000,0.000000,20230524-165428,4852,ccw,cruise,phi,-2.063751,2067.184337,910.340801,1,78349.8306,3.5521
xy_60-20230524-164258,0.000000,0.000000,20230524-165442,4852,cw,cruise,phi,6.612220,2063.837088,942.091395,1,79040.6198,3.5043
xy_60-20230524-164258,0.000000,0.000000,20230524-165456,4852,cw,cruise,phi,17.188942,2063.832564,976.743148,1,78723.1382,3.5469
xy_60-20230524-164258,0.000000,0.000000,20230524-165510,4852,cw,cruise,phi,28.938614,2064.948596,1011.614920,1,78592.8769,3.5665
xy_60-20230524-164258,0.000000,0.000000,20230524-165524,4852,cw,cruise,phi,-1.887656,2098.541805,802.429491,1,76412.8517,3.5202
xy_60-20230524-164258,0.000000,0.000000,20230524-165538,4852,ccw,cruise,phi,18.250040,2101.370060,839.018334,1,78590.5691,3.4737
xy_60-20230524-164258,0.000000,0.000000,20230524-165552,4852,ccw,cruise,phi,6.753236,2102.235628,874.676216,1,78116.4460,3.5108
xy_60-20230524-164258,0.000000,0.000000,20230524-165606,4852,ccw,cruise,phi,-2.197805,2101.631752,910.770247,1,77934.9976,3.5386
xy_60-20230524-164258,0.000000,0.000000,20230524-165621,4852,cw,cruise,phi,5.978156,2099.306369,941.754929,1,78137.9650,3.5322
xy_60-20230524-164258,0.000000,0.000000,20230524-165634,4852,cw,cruise,phi,18.713419,2102.230366,972.856839,1,78749.1822,3.5162
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123257,4852,cw,cruise,phi,107.417065,1887.802076,770.957168,1,79140.4287,3.6409
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123310,4852,ccw,cruise,phi,-1.573169,1887.804721,770.949707,1,79251.1276,3.6392
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123324,4852,ccw,cruise,phi,17.613856,1853.372899,838.880218,1,79496.2826,3.8433
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123338,4852,ccw,cruise,phi,8.510892,1890.293749,801.712298,1,80121.9954,3.7222
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123352,4852,cw,cruise,phi,5.593241,1925.028165,770.808518,1,79226.6669,3.6170
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123406,4852,ccw,cruise,phi,6.281789,1855.301492,871.929534,1,80011.1258,3.9167
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123420,4852,ccw,cruise,phi,16.596807,1889.054798,837.356110,1,79399.2584,3.7614
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123434,4852,ccw,cruise,phi,-1.936945,1925.796589,801.031374,1,79332.7367,3.6596
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123448,4852,cw,cruise,phi,15.271063,1960.749207,770.552505,1,78096.1940,3.5958
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123503,4852,cw,cruise,phi,-2.538334,1858.176034,908.744831,1,79841.7942,3.8152
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123516,4852,ccw,cruise,phi,25.900977,1888.846743,874.252530,1,79882.6026,3.8252
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123530,4852,ccw,cruise,phi,9.096710,1923.543387,836.920064,1,79583.6656,3.7866
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123544,4852,cw,cruise,phi,7.140232,1960.559523,805.937261,1,79402.6513,3.7653
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123558,4852,cw,cruise,phi,27.439279,1996.702175,771.319565,1,78773.9571,3.5720
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123612,4852,cw,cruise,phi,7.781545,1858.243110,942.327520,1,79691.6792,3.8012
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123626,4852,ccw,cruise,phi,35.056371,1889.387154,910.386845,1,79999.5445,3.7653
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123640,4852,ccw,cruise,phi,22.812617,1922.345660,874.514657,1,80290.4392,3.7552
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123654,4852,ccw,cruise,phi,-1.748343,1959.879061,835.611564,1,79276.4182,3.7253
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123708,4852,cw,cruise,phi,20.778358,1997.613283,806.439905,1,77313.5869,3.5995
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123722,4852,cw,cruise,phi,37.267601,2031.914437,771.646660,1,79520.9908,3.6992
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123736,4852,cw,cruise,phi,19.037756,1856.906277,976.345857,1,79199.3214,3.7594
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123750,4852,ccw,cruise,phi,45.816231,1890.404620,945.478379,1,80002.1580,3.7641
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123804,4852,ccw,cruise,phi,32.993091,1923.844430,911.624783,1,79119.5969,3.6943
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123818,4852,ccw,cruise,phi,19.389009,1955.685997,873.880558,1,79837.2526,3.8218
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123832,4852,cw,cruise,phi,16.623207,1998.762603,842.730411,1,78809.6966,3.5947
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123846,4852,cw,cruise,phi,33.472257,2033.737722,808.873506,1,79498.2169,3.6984
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123900,4852,cw,cruise,phi,48.383290,2067.161922,771.891431,1,79106.5333,3.5128
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123914,4852,ccw,cruise,phi,26.955103,1889.367264,977.850501,1,79357.0973,3.7667
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123928,4852,ccw,cruise,phi,38.256588,1925.180912,946.415807,1,79100.2463,3.6652
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123942,4852,ccw,cruise,phi,33.008345,1961.686881,913.125245,1,79178.2615,3.6246
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-123956,4852,ccw,cruise,phi,-2.008485,1996.817172,870.157114,1,79845.7507,3.6483
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124010,4852,cw,cruise,phi,30.603180,2036.266843,848.888492,1,79545.0659,3.6592
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124024,4852,cw,cruise,phi,39.026823,2066.981904,808.384374,1,79265.2909,3.5875
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124038,4852,cw,cruise,phi,28.727755,1889.781524,1010.173585,1,79486.0692,3.7041
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124052,4852,ccw,cruise,phi,45.896984,1926.735446,980.646540,1,79199.5686,3.6748
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124106,4852,ccw,cruise,phi,33.002136,1961.969308,946.617517,1,78499.0915,3.6090
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124120,4852,ccw,cruise,phi,19.202423,2000.165586,907.341291,1,79048.3378,3.5575
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124134,4852,cw,cruise,phi,17.330829,2030.317687,879.398069,1,78119.2678,3.6032
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124148,4852,cw,cruise,phi,32.862653,2066.080914,844.506819,1,78426.5760,3.5633
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124202,4852,cw,cruise,phi,48.180676,2100.946926,807.052454,1,78901.1829,3.4664
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124216,4852,ccw,cruise,phi,17.246240,1923.258109,1012.917676,1,79269.5537,3.6620
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124230,4852,ccw,cruise,phi,36.575574,1961.482289,980.946981,1,78588.6553,3.6248
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124244,4852,ccw,cruise,phi,23.217267,1998.610258,945.096615,1,78493.4152,3.5610
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124258,4852,ccw,cruise,phi,-2.135201,2033.037351,909.478661,1,78712.7444,3.5807
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124310,4852,cw,cruise,phi,21.207905,2064.277296,876.665066,1,77831.0986,3.5497
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124322,4852,cw,cruise,phi,36.935553,2099.530600,841.508994,1,76467.0550,3.5567
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124336,4852,ccw,cruise,phi,5.803575,1957.715715,1013.781339,1,78912.8006,3.6219
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124349,4852,ccw,cruise,phi,26.989694,1997.216802,980.447054,1,78516.2888,3.5819
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124401,4852,ccw,cruise,phi,9.433475,2032.864559,944.742075,1,78841.6154,3.5482
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124414,4852,cw,cruise,phi,7.420365,2063.775628,908.103703,1,78889.5810,3.5118
xy_60_zig-20230525-123249,0.000000,0.000000,20230525-124427,4852,cw,cruise,phi,27.220134,2098.490874,875.154926,1,78219.2881,3.5089
