label,mount,move,posid,direction,speed,motor,angle,xpix,ypix,peaks,fwhm
arcphi15-20230222-133248,0,20230222-133401,4852,cw,cruise,phi,15,1842.7159353766647,980.1914378735848,75858.1662,3.4957
arcphi15-20230222-133248,0,20230222-133410,4852,cw,cruise,phi,15,1823.6700042252512,958.8402229089139,77620.4189,3.6373
arcphi15-20230222-133248,0,20230222-133418,4852,cw,cruise,phi,15,1812.61434030627,932.3910070179859,74276.6530,3.5691
arcphi15-20230222-133248,0,20230222-133428,4852,cw,cruise,phi,15,1811.3215717528763,928.9093543213012,76230.1161,3.5598
arcphi15-20230222-133248,0,20230222-133435,4852,cw,cruise,phi,15,1811.238488589668,928.893816030783,76032.4540,3.5690
arcphi15-20230222-133248,0,20230222-133445,4852,ccw,cruise,phi,15,1820.6971263872183,953.6914224845683,75056.2106,3.5328
arcphi15-20230222-133248,0,20230222-133453,4852,ccw,cruise,phi,15,1838.3136069977115,976.3575419014578,75240.9329,3.5745
arcphi15-20230222-133248,0,20230222-133502,4852,ccw,cruise,phi,15,1862.1943113321577,992.0111092556461,78721.2894,3.5800
arcphi15-20230222-133248,0,20230222-133512,4852,ccw,cruise,phi,15,1890.0625228345345,999.1173606494389,74955.5939,3.4441
arcphi15-20230222-133248,0,20230222-133520,4852,ccw,cruise,phi,15,1918.599718252139,996.8212757362379,73412.1298,3.3801
arcphi15-20230222-133248,0,20230222-133529,4852,ccw,cruise,phi,15,1944.8807871166835,985.374129476735,71507.9179,3.3497
arcphi15-20230222-133248,0,20230222-133538,4852,ccw,cruise,phi,15,1965.9797390399856,965.9807565690047,71948.5868,3.3324
arcphi15-20230222-133248,0,20230222-133547,4852,ccw,cruise,phi,15,1979.5260369155658,940.9525916298486,77797.3369,3.5733
arcphi15-20230222-133248,0,20230222-133555,4852,ccw,cruise,phi,15,1984.2175763604353,912.7649542323622,72842.0400,3.2981
arcphi15-20230222-133248,0,20230222-133604,4852,ccw,cruise,phi,15,1979.4208388395386,884.5573005165937,72925.1861,3.2891
arcphi15-20230222-133248,0,20230222-133613,4852,ccw,cruise,phi,15,1978.0031526798678,880.8166207452173,72158.0823,3.3073
arcphi15-20230222-133248,0,20230222-133622,4852,ccw,cruise,phi,15,1977.9958439042584,880.8122705085332,72460.3814,3.3143
getpic-20230222-141152,0,20230222-141154,4852,cw,cruise,theta,0,1981.6317211656149,892.0954487968888,72063.5375,3.3268
getpic-20230222-141344,0,20230222-141346,4852,cw,cruise,theta,0,1877.5393319625796,997.1702612204845,74521.9603,3.4503
getpic-20230307-174739,0,20230307-174741,4852,cw,cruise,theta,0,1979.3941159740593,883.3347773454144,73333.7877,3.3173
arcphi15-20230307-175323,0,20230307-175325,4852,cw,cruise,phi,0,1979.5775099221191,883.8280985207873,73082.8647,3.3154
arcphi15-20230307-175323,0,20230307-175335,4852,cw,cruise,phi,15,1984.6420623248289,909.7773531887244,72804.7667,3.3171
arcphi15-20230307-175323,0,20230307-175345,4852,cw,cruise,phi,15,1981.0212914663523,938.0944743276935,73051.3989,3.3289
arcphi15-20230307-175323,0,20230307-175355,4852,cw,cruise,phi,15,1968.3658136223864,963.6665897077928,73656.2845,3.3505
arcphi15-20230307-175323,0,20230307-175405,4852,cw,cruise,phi,15,1947.9992683731814,983.7819616498402,72380.0259,3.3427
arcphi15-20230307-175323,0,20230307-175415,4852,cw,cruise,phi,15,1922.132100702245,996.230377310027,74362.6491,3.4242
arcphi15-20230307-175323,0,20230307-175424,4852,cw,cruise,phi,15,1893.6391878367538,999.5473323412759,73537.4208,3.4492
arcphi15-20230307-175323,0,20230307-175433,4852,cw,cruise,phi,15,1865.651880486069,993.4860201787849,74387.6133,3.5167
arcphi15-20230307-175323,0,20230307-175442,4852,cw,cruise,phi,15,1841.0726683264888,978.6199917113142,78842.4734,3.7330
arcphi15-20230307-175323,0,20230307-175450,4852,cw,cruise,phi,15,1822.7582588493613,956.6763096390647,75577.1356,3.5625
arcphi15-20230307-175323,0,20230307-175459,4852,cw,cruise,phi,15,1812.5604165312625,929.8988701983118,75806.8880,3.5571
arcphi15-20230307-175323,0,20230307-175509,4852,cw,cruise,phi,15,1811.8330643273268,929.0172252779001,76503.8154,3.5601
arcphi15-20230307-175323,0,20230307-175518,4852,ccw,cruise,phi,15,1820.8958480510478,953.2347255548872,76452.5464,3.5544
arcphi15-20230307-175323,0,20230307-175525,4852,ccw,cruise,phi,15,1838.312736135031,976.0834596365061,76406.6279,3.5055
arcphi15-20230307-175323,0,20230307-175535,4852,ccw,cruise,phi,15,1862.085017284401,991.9320443075419,77563.8785,3.5703
arcphi15-20230307-175323,0,20230307-175544,4852,ccw,cruise,phi,15,1889.8368119042389,999.2454093080017,77883.5619,3.5898
arcphi15-20230307-175323,0,20230307-175553,4852,ccw,cruise,phi,15,1918.428130817151,997.2041603965771,74565.3804,3.4057
arcphi15-20230307-175323,0,20230307-175602,4852,ccw,cruise,phi,15,1944.7916154870948,985.9446399606783,73814.0592,3.3662
arcphi15-20230307-175323,0,20230307-175611,4852,ccw,cruise,phi,15,1966.0469630674652,966.7429881987305,72133.4709,3.3431
arcphi15-20230307-175323,0,20230307-175620,4852,ccw,cruise,phi,15,1979.8152051342988,941.7790666172243,72815.4815,3.3099
arcphi15-20230307-175323,0,20230307-175629,4852,ccw,cruise,phi,15,1984.7172951997907,913.6295163731294,74398.4614,3.3929
arcphi15-20230307-175323,0,20230307-175639,4852,ccw,cruise,phi,15,1980.1469950611688,885.411976911941,72042.6156,3.3445
getpic-20230307-180042,0,20230307-180044,4852,cw,cruise,theta,0,1814.2567910797095,936.9218198677951,76387.3508,3.5510
getpic-20230307-180212,0,20230307-180214,4852,cw,cruise,theta,0,1980.101793464285,885.3628213985362,72511.5053,3.3572
arcth30-20230307-180223,0,20230307-180226,4852,cw,cruise,phi,180,1814.2650558988828,936.9541293611858,76450.2558,3.5358
getpic-20230307-180320,0,20230307-180323,4852,cw,cruise,theta,0,1982.1997798021016,892.4804666746378,72647.0851,3.3270
getpic-20230307-180414,0,20230307-180417,4852,cw,cruise,theta,0,1980.0744279676815,885.2997844877729,72804.6835,3.3550
arcth30-20230307-180434,0,20230307-180436,4852,cw,cruise,phi,180,1814.2712117759843,936.9821046978558,76340.4813,3.5404
arcth30-20230307-180434,0,20230307-180445,4852,cw,cruise,theta,30,1813.5492446280707,842.8280255161104,74600.2992,3.4800
arcth30-20230307-180434,0,20230307-180455,4852,cw,cruise,theta,30,1867.01574639776,758.8967388945018,70460.8004,3.3224
arcth30-20230307-180434,0,20230307-180504,4852,cw,cruise,theta,30,1958.2765049191887,719.084189464851,70997.6221,3.2426
arcth30-20230307-180434,0,20230307-180514,4852,cw,cruise,theta,30,2056.475566606928,737.0950319031518,71661.3468,3.2416
arcth30-20230307-180434,0,20230307-180523,4852,cw,cruise,theta,30,2127.814622936127,806.9556078245552,72807.7030,3.2274
arcth30-20230307-180434,0,20230307-180532,4852,cw,cruise,theta,30,2147.873806467084,904.611900824237,72352.3277,3.2618
arcth30-20230307-180434,0,20230307-180541,4852,cw,cruise,theta,30,2109.845020818822,997.0198327608146,73788.6498,3.3096
arcth30-20230307-180434,0,20230307-180549,4852,cw,cruise,theta,30,2026.5570688981472,1052.3397002176287,73363.6732,3.3502
arcth30-20230307-180434,0,20230307-180559,4852,cw,cruise,theta,30,1926.651554291143,1051.5142234580997,73760.4529,3.4330
arcth30-20230307-180434,0,20230307-180608,4852,cw,cruise,theta,30,1844.590448351822,995.1313574802014,77025.0845,3.5703
arcth30-20230307-180434,0,20230307-180618,4852,cw,cruise,theta,30,1807.8785095988917,902.2006756058057,77615.0118,3.5799
arcth30-20230307-180434,0,20230307-180626,4852,ccw,cruise,theta,30,1841.5108300625488,991.1762982036616,75334.9298,3.5254
arcth30-20230307-180434,0,20230307-180635,4852,ccw,cruise,theta,30,1922.3902831643836,1050.0790756640674,78135.6767,3.5990
arcth30-20230307-180434,0,20230307-180644,4852,ccw,cruise,theta,30,2021.6452253778666,1053.6879685965575,73725.3603,3.3486
arcth30-20230307-180434,0,20230307-180653,4852,ccw,cruise,theta,30,2106.5116151675184,1000.9534406592765,71268.4271,3.3055
arcth30-20230307-180434,0,20230307-180703,4852,ccw,cruise,theta,30,2147.2896036309744,909.5010526971444,75716.2288,3.5106
arcth30-20230307-180434,0,20230307-180712,4852,ccw,cruise,theta,30,2130.26257701712,811.6616119118149,72703.4156,3.2067
arcth30-20230307-180434,0,20230307-180721,4852,ccw,cruise,theta,30,2061.027355156898,739.57313756066,72054.2883,3.2389
arcth30-20230307-180434,0,20230307-180730,4852,ccw,cruise,theta,30,1963.4723594438988,718.5552254949048,72865.8368,3.2280
arcth30-20230307-180434,0,20230307-180739,4852,ccw,cruise,theta,30,1870.8480969905386,755.7471126372244,72160.4263,3.3217
arcth30-20230307-180434,0,20230307-180748,4852,ccw,cruise,theta,30,1815.0169940624507,837.8740335608211,72981.7136,3.4529
arcth30-20230307-180434,0,20230307-180756,4852,ccw,cruise,theta,30,1814.1621045513214,936.4732093902005,74763.9282,3.5411
arcth30-20230307-180434,0,20230307-180805,4852,ccw,cruise,phi,180,1980.1250602934167,885.2413126509935,73404.1900,3.3262
xy60-20230307-191120,0,20230307-191128,4852,ccw,cruise,phi,-0.055235505555556674,1851.0333011289804,784.99173742868,71405.2429,3.3904
xy60-20230307-191120,0,20230307-191142,4852,ccw,cruise,phi,29.224697634444446,1844.929524871288,832.2759689453443,75918.1754,3.5247
xy60-20230307-191120,0,20230307-191155,4852,ccw,cruise,phi,9.146731184444443,1846.027944812414,870.7913863677569,76191.6684,3.5428
xy60-20230307-191120,0,20230307-191208,4852,ccw,cruise,theta,11.856632224444443,1846.152969422512,907.318445201065,75646.9574,3.5297
xy60-20230307-191120,0,20230307-191216,4852,cw,cruise,phi,9.611207184444444,1845.21795476743,943.893322541864,78084.9006,3.5948
xy60-20230307-191120,0,20230307-191229,4852,cw,cruise,phi,26.255340954444442,1843.0321871525357,979.6988524768204,79329.6444,3.8179
xy60-20230307-191120,0,20230307-191243,4852,ccw,cruise,phi,-2.2687197655555567,1889.2740788013336,752.1781280455322,72714.8716,3.3001
xy60-20230307-191120,0,20230307-191256,4852,ccw,cruise,phi,38.423395884444446,1882.380834049596,794.0798157105174,73344.1680,3.3849
xy60-20230307-191120,0,20230307-191310,4852,ccw,cruise,phi,19.905045494444444,1885.0806515940496,829.944172517021,74853.9040,3.4119
xy60-20230307-191120,0,20230307-191324,4852,ccw,cruise,phi,7.703342374444443,1884.1725213884963,867.9460520174755,75773.0032,3.4619
xy60-20230307-191120,0,20230307-191338,4852,ccw,cruise,phi,-3.9604492955555566,1883.8007982563427,907.3850288957552,76694.1731,3.5985
xy60-20230307-191120,0,20230307-191352,4852,cw,cruise,phi,9.429801904444444,1882.4751982660098,943.8767621548042,75736.3766,3.4964
xy60-20230307-191120,0,20230307-191406,4852,cw,cruise,phi,19.827941834444445,1879.8069118161077,980.9007128241609,75262.2691,3.4543
xy60-20230307-191120,0,20230307-191420,4852,cw,cruise,phi,36.82143430444444,1879.1173310278316,1018.0024320753,76523.5292,3.4737
xy60-20230307-191120,0,20230307-191434,4852,ccw,cruise,phi,26.680115204444444,1924.8794839745622,754.1864844826116,72017.1653,3.2961
xy60-20230307-191120,0,20230307-191448,4852,ccw,cruise,phi,31.719656404444443,1919.4739897511174,795.6647205989747,73388.9972,3.3513
xy60-20230307-191120,0,20230307-191501,4852,ccw,cruise,phi,20.33425553444444,1921.301989204734,832.1633569060242,73797.5070,3.3827
xy60-20230307-191120,0,20230307-191515,4852,ccw,cruise,phi,11.100330714444443,1921.452989736553,869.7970449170408,74649.5362,3.4465
xy60-20230307-191120,0,20230307-191529,4852,ccw,cruise,phi,-3.9696198055555567,1921.4801438566103,907.4701211042399,74437.8280,3.5344
xy60-20230307-191120,0,20230307-191543,4852,cw,cruise,phi,12.812784864444442,1919.159066894188,943.3636258832295,74143.1825,3.4216
xy60-20230307-191120,0,20230307-191556,4852,cw,cruise,phi,21.751760024444444,1916.3537412427065,981.9672198495161,73602.1686,3.3933
xy60-20230307-191120,0,20230307-191610,4852,cw,cruise,phi,30.27213015444444,1916.2948175194292,1019.6082440097879,73842.8416,3.3910
xy60-20230307-191120,0,20230307-191624,4852,ccw,cruise,phi,9.463977224444443,1963.5760981635278,754.9937598084521,70932.9285,3.2929
xy60-20230307-191120,0,20230307-191638,4852,ccw,cruise,phi,31.490980674444444,1956.6126754816125,794.8659758370048,71351.3038,3.3065
xy60-20230307-191120,0,20230307-191652,4852,ccw,cruise,phi,23.804241784444443,1958.301409646215,832.305452312933,74103.7179,3.3667
xy60-20230307-191120,0,20230307-191704,4852,ccw,cruise,phi,19.067694724444443,1957.1510648116023,871.7919169643031,74835.9407,3.4413
xy60-20230307-191120,0,20230307-191718,4852,ccw,cruise,phi,-3.8812658455555566,1959.0282921302896,907.5130543716922,73325.1202,3.3799
xy60-20230307-191120,0,20230307-191730,4852,cw,cruise,phi,20.704359014444442,1951.3303305079978,942.3429799862923,72895.5924,3.3231
xy60-20230307-191120,0,20230307-191744,4852,cw,cruise,phi,25.181863034444444,1952.8785402647195,983.4936544473031,72389.8210,3.3516
xy60-20230307-191120,0,20230307-191758,4852,cw,cruise,phi,30.18818525444444,1949.4938456307618,1020.3661969252373,73148.7720,3.3450
